trans_table	taxon	level
5	Longipediidae	family
5	Mystacinobiidae	family
5	Chaetosomatidae	family
5	Lutrochidae	family
5	Lernanthropidae	family
4	Solanderiidae	family
2	Petauridae	family
4	Eudendriidae	family
5	Ptychogastriidae	family
2	Icteriidae	family
5	Cumanotidae	family
2	Sooglossidae	family
4	Funiculinidae	family
5	Tateidae	family
5	Kambaitipsychidae	family
4	Calthropellidae	family
5	Rhabdodemaniidae	family
5	Ischnomesidae	family
5	Piersigiidae	family
5	Beaniidae	family
5	Nothybidae	family
5	Tetrasquillidae	family
2	Cynocephalidae	family
5	Joubiniteuthidae	family
5	Hancockiidae	family
5	Aristiidae	family
4	Pleromidae	family
2	Centrophrynidae	family
5	Frenulinidae	family
5	Anomalopsychidae	family
5	Tripylidae	family
5	Lyonsiidae	family
5	Cystiscidae	family
5	Nannochoristidae	family
5	Camptandriidae	family
5	Neoliodidae	family
5	Pterotracheidae	family
5	Embolemidae	family
2	Acrobatidae	family
2	Aphredoderidae	family
5	Prochaetodermatidae	family
4	Haloclavidae	family
2	Veliferidae	family
5	Trombidiidae	family
5	Hirondelleidae	family
5	Arkyidae	family
5	Eutrombidiidae	family
5	Habrotrochidae	family
5	Baseodiscidae	family
5	Liopteridae	family
5	Torymidae	family
5	Cyzicidae	family
5	Choristidae	family
2	Eupleridae	family
5	Cylindrobullidae	family
5	Tisbidae	family
5	Stigmaeidae	family
5	Laversiidae	family
5	Tricorythidae	family
5	Ancinidae	family
5	Urostylididae	family
5	Carthaeidae	family
5	Dactylogyridae	family
5	Dicteriadidae	family
5	Monodellidae	family
5	Phrosinidae	family
5	Tricholepidiidae	family
5	Scutacaridae	family
4	Alatinidae	family
5	Ammoxenidae	family
5	Lechytiidae	family
5	Tornidae	family
5	Neomeniidae	family
5	Hemioniscidae	family
5	Centroderidae	family
5	Nautilidae	family
5	Corystidae	family
5	Eurysquillidae	family
5	Pandaridae	family
5	Travassosinematidae	family
5	Homalonychidae	family
4	Tamoyidae	family
5	Psammocyclopinidae	family
5	Cyclopinidae	family
5	Gnathostomatidae	family
2	Tarsipedidae	family
5	Gymnobisiidae	family
4	Atollidae	family
5	Icaleptidae	family
2	Chaudhuriidae	family
5	Megaleledonidae	family
5	Paratropididae	family
5	Eratoidae	family
4	Phymaraphiniidae	family
5	Coronulidae	family
5	Heteronemiidae	family
5	Ethusidae	family
5	Parameiropsidae	family
5	Anelasmatidae	family
5	Rissoinidae	family
5	Lomanotidae	family
4	Leucopsacidae	family
5	Homalocnemiidae	family
5	Chordodidae	family
5	Savignyellidae	family
5	Entalinidae	family
5	Cyllopodidae	family
5	Cuthonidae	family
5	Succineoidae	family
5	Tridentaformidae	family
5	Phryganopsychidae	family
2	Saccopharyngidae	family
5	Epsilonematidae	family
5	Spongicolidae	family
5	Calohypsibiidae	family
5	Monomachidae	family
2	Abrocomidae	family
5	Oniscigastridae	family
5	Nautiliniellidae	family
2	Thylacomyidae	family
5	Milacidae	family
5	Glyphocrangonidae	family
5	Ischyropsalidae	family
2	Monognathidae	family
4	Sphaeronectidae	family
5	Nannosquillidae	family
5	Maningrididae	family
5	Hadziidae	family
5	Pygidicranidae	family
5	Gammarellidae	family
5	Cyclocaridae	family
5	Janiroidea	family
2	Mitsukurinidae	family
2	Aegithinidae	family
4	Rhizangiidae	family
2	Hypsiprymnodontidae	family
5	Neurochaetidae	family
5	Acanthonotozomatidae	family
5	Porocephalidae	family
5	Oniscodesmidae	family
5	Tainisopidae	family
5	Lordalychidae	family
4	Spirastrellidae	family
2	Denticipitidae	family
4	Neopeltidae	family
5	Epiophlebiidae	family
5	Micreremidae	family
2	Rhagologidae	family
11	Corellidae	family
5	Cytheromatidae	family
4	Chirodropidae	family
2	Brachaeluridae	family
4	Lipkeidae	family
2	Neosittidae	family
5	Macrothelidae	family
5	Solaropsidae	family
2	Dinornithidae	family
5	Gastropodidae	family
5	Aranucidae	family
5	Tobrilidae	family
5	Bonelliidae	family
5	Capsalidae	family
2	Pseudotrichonotidae	family
5	Sphaerochthoniidae	family
2	Leptochariidae	family
5	Cochlicellidae	family
4	Subergorgiidae	family
4	Rossellidae	family
4	Aliciidae	family
5	Cellariidae	family
5	Vandeleumatidae	family
4	Dactylocalycidae	family
5	Eurytomidae	family
5	Albuneidae	family
5	Dactylopusiidae	family
2	Phaenicophilidae	family
2	Cordylidae	family
4	Esperiopsidae	family
2	Brachypteraciidae	family
5	Amphimeniidae	family
5	Meinertellidae	family
5	Turtoniidae	family
5	Serpulidae	family
5	Pelecinidae	family
2	Hypocoliidae	family
5	Artesiidae	family
5	Cooperiidae	family
5	Gastrochaenidae	family
5	Cyrtaucheniidae	family
5	Gnathophyllidae	family
5	Pyropeltidae	family
2	Corcoracidae	family
5	Nuuanuidae	family
4	Phialellidae	family
5	Daesiidae	family
5	Pseudococculinidae	family
2	Paleopropithecidae	family
4	Physophoridae	family
5	Canopidae	family
5	Trischizostomatidae	family
5	Enoplometopidae	family
5	Rossianidae	family
5	Neocentrophyidae	family
2	Neobalaenidae	family
5	Schizopteridae	family
5	Mantophasmatidae	family
5	Opilioacaridae	family
5	Andrognathidae	family
5	Vasidae	family
5	Victorellidae	family
5	Hydrosalpingidae	family
5	Rictulariidae	family
4	Apolemiidae	family
5	Aeolosomatidae	family
5	Heteronemertea	family
4	Pseudoceratinidae	family
5	Metallyticidae	family
5	Megacalanidae	family
5	Eriopisidae	family
5	Cytherideidae	family
5	Australimyzidae	family
4	Melicertidae	family
4	Margelopsidae	family
5	Opisidae	family
5	Anthogonidae	family
2	Aniliidae	family
5	Melanthripidae	family
5	Spengelidae	family
5	Licnodamaeidae	family
2	Mohoidae	family
5	Axymyiidae	family
5	Helotrephidae	family
5	Aspidostomatidae	family
2	Anseranatidae	family
5	Cypselosomatidae	family
5	Torridincolidae	family
2	Urocynchramidae	family
5	Trigoniidae	family
5	Stephidae	family
5	Pachynidae	family
5	Haemonchidae	family
5	Margarettidae	family
5	Elachisinidae	family
5	Boopiidae	family
5	Simrothiellidae	family
2	Rhineuridae	family
5	Cossuridae	family
5	Philodinavidae	family
5	Prokoeneniidae	family
5	Bathyspinulidae	family
5	Misophriidae	family
5	Nicodamidae	family
5	Podopterotegaeidae	family
5	Pachytroctidae	family
5	Parathelphusidae	family
5	Corillidae	family
5	Merothripidae	family
4	Phymanthidae	family
5	Siliculidae	family
5	Bryocryptellidae	family
5	Nemonychidae	family
5	Plectonemertidae	family
5	Hoplopleuridae	family
5	Nicothoidae	family
5	Microhypsibiidae	family
5	Lepiceridae	family
5	Histiostomatidae	family
2	Rhinatrematidae	family
5	Trochaclididae	family
5	Speleoithonidae	family
5	Parartemiidae	family
2	Tetrabrachiidae	family
5	Pericambalidae	family
5	Exochellidae	family
5	Milnesiidae	family
5	Piseinotecidae	family
2	Dasyornithidae	family
2	Hexatrygonidae	family
5	Rangomaramidae	family
5	Catenicellidae	family
5	Diapheridae	family
5	Rhysodidae	family
5	Stolotermitidae	family
5	Sinentomidae	family
2	Helodermatidae	family
2	Pomatostomidae	family
5	Campanulinidae	family
5	Rhipiceridae	family
5	Dicranophoridae	family
5	Eatoniellidae	family
5	Vanhorniidae	family
2	Hypoptychidae	family
2	Batrachylidae	family
5	Phaennidae	family
5	Aporcelaimidae	family
5	Dallinidae	family
5	Entoniscidae	family
2	Icosteidae	family
2	Cranoglanididae	family
5	Viridasiidae	family
5	Enicocephalidae	family
5	Aldisidae	family
4	Rathkeidae	family
5	Palingeniidae	family
2	Platanistidae	family
5	Priasilphidae	family
5	Phalangodidae	family
5	Phylliidae	family
5	Modulidae	family
5	Speleophriidae	family
5	Helcomyzidae	family
2	Leptoscopidae	family
11	Diazonidae	family
11	Perophoridae	family
5	Cycloteuthidae	family
4	Neozoanthidae	family
5	Echinoneidae	family
5	Ormyridae	family
5	Helicodontidae	family
4	Aiptasiidae	family
5	Neodasyidae	family
5	Astartidae	family
5	Hyidae	family
5	Charitometridae	family
4	Carybdeidae	family
5	Schizoporellidae	family
5	Huttoniidae	family
5	Pyramidopidae	family
5	Umbonulidae	family
5	Larcidae	family
5	Hormogastridae	family
5	Calophyidae	family
5	Amphisopodidae	family
5	Charontidae	family
5	Priscomilitaridae	family
5	Cranaidae	family
2	Pholidichthyidae	family
5	Haplodesmidae	family
5	Notobranchaeidae	family
5	Xenarcturidae	family
5	Ommatidae	family
5	Baicaliidae	family
2	Hoplocercidae	family
5	Hyperiopsidae	family
5	Iulopididae	family
5	Eulepethidae	family
5	Vietnamellidae	family
5	Ricinidae	family
5	Desmidocercidae	family
5	Stylotermitidae	family
5	Athoracophoridae	family
5	Lepidepecreellidae	family
2	Ascaphidae	family
5	Poeobiidae	family
5	Tanaochelidae	family
4	Boloceroididae	family
5	Diptera	family
5	Austrodecidae	family
5	Triviidae	family
5	Collothecidae	family
2	Heliornithidae	family
5	Protocucujidae	family
5	Holognathidae	family
5	Allothyridae	family
5	Cyclopoida	family
5	Clathurellidae	family
5	Cymbuliidae	family
5	Brachyscelidae	family
5	Carinariidae	family
2	Gnathanacanthidae	family
5	Neptuneidae	family
2	Gibberichthyidae	family
5	Lamproblattidae	family
5	Adamystidae	family
5	Austrobalanidae	family
5	Heteroporidae	family
5	Epidermoptidae	family
5	Monostilifera	family
5	Tryphanidae	family
5	Serritermitidae	family
5	Sicafodiidae	family
5	Telegeusidae	family
2	Latimeriidae	family
5	Caliphyllidae	family
5	Typhloscolecidae	family
5	Amphibiophilidae	family
5	Abyssochitonidae	family
2	Parascorpididae	family
5	Acanthobdellidae	family
5	Propappidae	family
5	Jacobsoniidae	family
5	Ferussaciidae	family
5	Manaosbiidae	family
5	Mathildellidae	family
4	Chiropsalmidae	family
2	Amarsipidae	family
5	Travuniidae	family
2	Nematistiidae	family
5	Unidentiidae	family
5	Anatonchidae	family
5	Protopelagonemertidae	family
5	Verticillititiidae	family
5	Capilloventridae	family
5	Trochometridiidae	family
2	Myrmecobiidae	family
5	Vemanidae	family
5	Gynodiastylidae	family
5	Polycopidae	family
2	Anhimidae	family
5	Barbouriidae	family
5	Mauroniscidae	family
5	Synaphridae	family
5	Trimusculidae	family
5	Akeridae	family
5	Aeteidae	family
4	Tubiporidae	family
5	Sulcanidae	family
5	Omalogyridae	family
5	Hypolestidae	family
5	Hemicyclopinidae	family
5	Heterothripidae	family
4	Potamolepidae	family
5	Bathycrinidae	family
5	Trachyleberididae	family
5	Oryidae	family
2	Picathartidae	family
5	Laubierinidae	family
5	Loricidae	family
5	Corallanidae	family
5	Strahlaxiidae	family
5	Episactidae	family
5	Fauveliopsidae	family
5	Terebrataliidae	family
5	Neomphalidae	family
4	Phloeodictyidae	family
5	Phreodrilidae	family
5	Kimulidae	family
5	Micropsammidae	family
5	Parahyidae	family
2	Pygopodidae	family
5	Phacopteronidae	family
5	Austropetaliidae	family
5	Procyliosomatidae	family
5	Cheiridiidae	family
5	Paraphronimidae	family
5	Haematomyzidae	family
5	Lophoproctidae	family
5	Barbutiidae	family
5	Stygnopsidae	family
2	Serpenticobitidae	family
5	Plectrotarsidae	family
5	Glacidorbidae	family
5	Protodriloididae	family
2	Pluvianidae	family
4	Hymeniacidonidae	family
4	Aplysinellidae	family
5	Pseudolividae	family
2	Steatornithidae	family
5	Cyrenoididae	family
2	Anniellidae	family
2	Mystacinidae	family
5	Isognomonidae	family
5	Hemisquillidae	family
5	Craniidae	family
5	Tenuisentidae	family
5	Neoechinorhynchidae	family
5	Quadrigyridae	family
5	Polyacanthorhynchidae	family
4	Kudoidae	family
5	Beroidae	family
5	Ypsilothuriidae	family
5	Neopilinidae	family
5	Hofsteniidae	family
5	Hymenolepididae	family
5	Hemiuridae	family
5	Stenostomidae	family
5	Nematoda	family
5	Hutchinsoniellidae	family
5	Onychognathiidae	family
5	Austrognathiidae	family
5	Gnathostomulidae	family
5	Rhabdopleuridae	family
5	Gorgonorhynchidae	family
5	Nemertea	family
5	Pauropodidae	family
4	Placozoa	family
4	Clathrinidae	family
4	Sycettidae	family
4	Petrobionidae	family
5	Tubiluchidae	family
0	Chilodontidae	family
0	Diphyidae	family
0	Harpagiferidae	family
0	Iguanidae	family
0	Sagdidae	family
0	Salticidae	family
0	Scarabaeidae	family
0	Serranidae	family
0	Sertulariidae	family
0	Siluridae	family
5	Diptera	order
5	Hymenoptera	order
2	Cypriniformes	order
5	Entomobryomorpha	order
5	Lepidoptera	order
5	Decapoda	order
5	Amphipoda	order
5	Hemiptera	order
2	Blenniiformes	order
2	Carnivora	order
5	Plecoptera	order
5	Neogastropoda	order
5	Odonata	order
5	Comatulida	order
2	Anura	order
5	Trombidiformes	order
2	Soricomorpha	order
2	Chiroptera	order
2	Gobiiformes	order
5	Glomerida	order
2	Caudata	order
2	Ovalentaria	order
2	Istiophoriformes	order
2	Carcharhiniformes	order
5	Trichoptera	order
5	Littorinimorpha	order
5	Ephemeroptera	order
2	Kurtiformes	order
5	Pteropoda	order
2	Crocodylia	order
2	Salmoniformes	order
2	Lepisosteiformes	order
2	Rodentia	order
5	Psocodea	order
2	Carangiformes	order
5	Haplotaxida	order
5	Polychaeta	order
5	Calanoida	order
5	Basommatophora	order
2	Heterodontiformes	order
2	Characiformes	order
5	Nudibranchia	order
2	Artiodactyla	order
2	Stomiiformes	order
2	Mugiliformes	order
2	Accipitriformes	order
2	Testudines	order
5	Halocyprida	order
2	Caproiformes	order
2	Osteoglossiformes	order
2	Passeriformes	order
2	Tetraodontiformes	order
5	Neuroptera	order
5	Oegopsida	order
2	Gadiformes	order
5	Veneroida	order
5	Hygrophila	order
2	Cichliformes	order
5	Sarcoptiformes	order
5	Isopoda	order
2	Sphenisciformes	order
5	Ploima	order
2	Zeiformes	order
5	Orthoptera	order
5	Mantodea	order
2	Primates	order
2	Scorpaeniformes	order
2	Piciformes	order
5	Blattodea	order
5	Siphonaptera	order
5	Cycloneritida	order
5	Ixodida	order
2	Procellariiformes	order
2	Charadriiformes	order
5	Lucinida	order
2	Scombriformes	order
5	Cyclopoida	order
2	Columbiformes	order
5	Pulmonata	order
2	Pelecaniformes	order
5	Parachaela	order
5	Phyllodocida	order
5	Poduromorpha	order
2	Alepocephaliformes	order
2	Myliobatiformes	order
2	Anguilliformes	order
5	Opiliones	order
2	Notacanthiformes	order
2	Labriformes	order
2	Spariformes	order
2	Lophiiformes	order
5	Terebellida	order
2	Anabantiformes	order
5	Trochida	order
2	Acanthuriformes	order
5	Mytilida	order
5	Mesostigmata	order
2	Acipenseriformes	order
5	Arhynchobdellida	order
5	Diplostraca	order
5	Architaenioglossa	order
5	Julida	order
5	Caenogastropoda	order
5	Monostilifera	order
2	Cyprinodontiformes	order
2	Apodiformes	order
2	Myctophiformes	order
5	Cumacea	order
5	Sessilia	order
5	Poecilostomatoida	order
5	Harpacticoida	order
4	Alcyonacea	order
2	Syngnathiformes	order
2	Torpediniformes	order
2	Synbranchiformes	order
5	Sabellida	order
5	Rhynchobdellida	order
2	Clupeiformes	order
5	Siphonariida	order
2	Beloniformes	order
5	Unionoida	order
5	Thysanoptera	order
5	Crassiclitellata	order
5	Patellogastropoda	order
5	Venerida	order
5	Strepsiptera	order
5	Eupulmonata	order
5	Plectida	order
2	Pleuronectiformes	order
5	Pantopoda	order
5	Arbacioida	order
5	Terebratulida	order
5	Pseudoscorpiones	order
5	Aphragmophora	order
2	Ophidiiformes	order
2	Moroniformes	order
5	Bdellonemertea	order
5	Heteronemertea	order
5	Megaloptera	order
5	Ostreida	order
2	Galliformes	order
2	Trogoniformes	order
2	Anseriformes	order
2	Callionymiformes	order
5	Lepidopleurida	order
5	Dermaptera	order
2	Lamniformes	order
5	Spionida	order
5	Scorpiones	order
4	Narcomedusae	order
5	Strongylida	order
2	Coraciiformes	order
2	Atheriniformes	order
2	Phoenicopteriformes	order
5	Trichocephalida	order
2	Holocentriformes	order
5	Enchytraeida	order
5	Octopoda	order
5	Adapedonta	order
5	Stomatopoda	order
5	Millericrinida	order
2	Gymnotiformes	order
5	Sacoglossa	order
5	Phasmatodea	order
2	Erinaceomorpha	order
5	Lithobiomorpha	order
2	Squaliformes	order
5	Sepiida	order
5	Anostraca	order
2	Osmeriformes	order
4	Antipatharia	order
5	Ascaridida	order
4	Poecilosclerida	order
4	Scleractinia	order
2	Rajiformes	order
2	Dasyuromorphia	order
5	Enteropneusta	order
2	Suliformes	order
5	Euphausiacea	order
5	Bdelloidea	order
4	Semaeostomeae	order
2	Esociformes	order
2	Cetacea	order
5	Chitonida	order
5	Mecoptera	order
2	Argentiniformes	order
2	Perissodactyla	order
2	Trachiniformes	order
2	Proboscidea	order
2	Strigiformes	order
2	Lagomorpha	order
2	Ateleopodiformes	order
5	Solifugae	order
5	Mesogastropoda	order
5	Opheliida	order
5	Podocopida	order
2	Squatiniformes	order
5	Spirobolida	order
5	Scolopendromorpha	order
5	Chordeumatida	order
5	Callipodida	order
2	Polypteriformes	order
5	Mysida	order
5	Adinetida	order
5	Scalpelliformes	order
5	Systellommatophora	order
5	Cardiida	order
4	Zoantharia	order
5	Notostraca	order
5	Chaetonotida	order
2	Sirenia	order
5	Symphypleona	order
2	Psittaciformes	order
2	Aulopiformes	order
5	Lepadiformes	order
2	Myxiniformes	order
5	Macrodasyida	order
2	Tinamiformes	order
2	Albuliformes	order
5	Ctenostomata	order
4	Actiniaria	order
5	Myida	order
4	Anthoathecata	order
5	Polydesmida	order
11	Aplousobranchia	order
4	Hadromerida	order
5	Priapulimorphida	order
5	Lumbriculida	order
5	Limida	order
5	Aciculata	order
5	Echiniscoidea	order
2	Gobiesociformes	order
5	Polymorphida	order
5	Rhabditida	order
2	Petromyzontiformes	order
2	Beryciformes	order
5	Eunicida	order
5	Sorbeoconcha	order
2	Gruiformes	order
5	Amblypygi	order
5	Lingulida	order
5	Pectinida	order
5	Embioptera	order
4	Haplosclerida	order
2	Elopiformes	order
2	Falconiformes	order
4	Lithistida	order
4	Astrophorida	order
5	Gordioidea	order
5	Ricinulei	order
5	Myopsida	order
5	Tylenchida	order
2	Caprimulgiformes	order
5	Pourtalesioida	order
2	Didelphimorphia	order
5	Pleurobranchomorpha	order
4	Verongida	order
5	Schizomida	order
5	Spirostreptida	order
5	Golfingiida	order
5	Spirulida	order
11	Stolidobranchia	order
5	Aplysiida	order
5	Chaetodermatida	order
4	Halichondrida	order
5	Glomeridesmida	order
5	Echinothurioida	order
5	Oxyurida	order
2	Chimaeriformes	order
5	Lepetellida	order
2	Batrachoidiformes	order
2	Pilosa	order
5	Nuculanida	order
2	Podicipediformes	order
5	Siphonostomatoida	order
5	Zoraptera	order
5	Acochlidiacea	order
2	Galaxiiformes	order
5	Euonychophora	order
5	Sphaerotheriida	order
2	Echinorhiniformes	order
5	Neritopsina	order
5	Scutigeromorpha	order
5	Archaeogastropoda	order
5	Flosculariacea	order
5	Mermithida	order
2	Pristiformes	order
5	Geophilomorpha	order
5	Decapodiformes	order
2	Trachichthyiformes	order
11	Enterogona	order
2	Gonorynchiformes	order
2	Polymixiiformes	order
5	Cephalaspidea	order
4	Pennatulacea	order
5	Anaspidacea	order
2	Otidiformes	order
5	Arcida	order
2	Orectolobiformes	order
5	Archaeognatha	order
5	Cheilostomatida	order
5	Kentrogonida	order
5	Neotaenioglossa	order
2	Percopsiformes	order
2	Gymnophiona	order
5	Phragmophora	order
2	Apterygiformes	order
5	Diplura	order
5	Echiuroidea	order
5	Spirurida	order
4	Ceriantharia	order
5	Polyxenida	order
5	Homalorhagida	order
5	Xiphosurida	order
5	Pholadomyoida	order
4	Dictyoceratida	order
5	Akentrogonida	order
5	Craterostigmomorpha	order
2	Notoryctemorphia	order
2	Bucerotiformes	order
2	Macroscelidea	order
2	Monotremata	order
2	Gaviiformes	order
5	Monstrilloida	order
5	Tanaidacea	order
2	Lampriformes	order
2	Scombrolabraciformes	order
4	Corallimorpharia	order
5	Amphinomida	order
2	Scandentia	order
2	Casuariiformes	order
5	Zygentoma	order
2	Diprotodontia	order
2	Cariamiformes	order
2	Cingulata	order
2	Hexanchiformes	order
5	Desmodorida	order
2	Rheiformes	order
5	Chondrosida	order
5	Echinorhynchida	order
2	Peramelemorphia	order
5	Nuculida	order
2	Cuculiformes	order
5	Rhabdura	order
5	Dorylaimida	order
5	Neelipleona	order
5	Triganglionata	order
2	Pholidota	order
5	Thecideida	order
5	Phascolosomatida	order
2	Pristiophoriformes	order
5	Dentaliida	order
5	Enoplida	order
2	Rhynchocephalia	order
4	Agelasida	order
5	Solemyida	order
4	Homosclerophorida	order
2	Ceratodontiformes	order
5	Capitellida	order
2	Ciconiiformes	order
5	Cocculiniformia	order
2	Phaethontiformes	order
5	Rhynchonellida	order
5	Acerentomata	order
5	Hyocrinida	order
2	Amphioxiformes	order
2	Eurypygiformes	order
5	Ellobiida	order
5	Myodocopida	order
2	Stylephoriformes	order
4	Hexactinosida	order
5	Porocephalida	order
5	Xenacoelomorpha	order
5	Lophogastrida	order
5	Clypeasteroida	order
5	Canalipalpata	order
5	Raphidioptera	order
4	Spirophorida	order
4	Coronatae	order
4	Stauromedusae	order
2	Hyracoidea	order
5	Gadilida	order
5	Vetigastropoda	order
5	Plumatellida	order
2	Lepidogalaxiiformes	order
5	Vampyromorpha	order
5	Runcinacea	order
2	Hiodontiformes	order
4	Actinulida	order
5	Nectiopoda	order
2	Tubulidentata	order
5	Polystilifera	order
5	Palpigradi	order
5	Symphyla	order
5	Halisarcida	order
2	Microbiotheria	order
5	Monhysterida	order
4	Limnomedusae	order
4	Platyctenida	order
4	Lobata	order
5	Neritoida	order
5	Coloniales	order
5	Mormonilloida	order
2	Musophagiformes	order
5	Pleurotomariida	order
5	Gastropoda	order
5	Loxosomatida	order
5	Polyzoniida	order
2	Amiiformes	order
5	Arguloida	order
5	Carditida	order
5	Anomalodesmata	order
4	Lyssacinosida	order
5	Dicellurata	order
4	Cydippida	order
2	Struthioniformes	order
5	Euheterodonta	order
5	Oligacanthorhynchida	order
5	Diadematoida	order
5	Isocrinida	order
5	Enopla	order
5	Aspidosiphonida	order
5	Rhynchonellata	order
4	Amphidiscosida	order
2	Afrosoricida	order
5	Monopisthocotylea	order
2	Coliiformes	order
5	Cyclostomatida	order
5	Aphelenchida	order
5	Hypsogastropoda	order
5	Phoronida	order
5	Cyrtocrinida	order
5	Salenioida	order
5	Spelaeogriphacea	order
5	Cyclorhagida	order
5	Cavibelonia	order
2	Pterocliformes	order
4	Dendroceratida	order
5	Lithoglyptida	order
2	Paucituberculata	order
5	Ctenostomatida	order
5	Cyclostomata	order
5	Leptostraca	order
5	Uropygi	order
5	Seguenziida	order
5	Pholidoskepia	order
5	Gigantorhynchida	order
4	Helioporacea	order
2	Opisthocomiformes	order
5	Eosentomata	order
5	Branchiobdellida	order
5	Siphonophorida	order
5	Triplonchida	order
2	Dermoptera	order
5	Philodinida	order
5	Thermosbaenacea	order
4	Carybdeida	order
5	Neomeniamorpha	order
5	Nautilida	order
4	Chirodropida	order
2	Dinornithiformes	order
5	Capsalidea	order
5	Notoptera	order
5	Opilioacarida	order
5	Platydesmida	order
5	Trigoniida	order
5	Nuculanoida	order
5	Misophrioida	order
5	Apochela	order
5	Sinentomata	order
2	Icosteiformes	order
5	Holectypoida	order
5	Collothecaceae	order
5	Holothyrida	order
2	Coelacanthiformes	order
5	Acanthobdellida	order
5	Mononchida	order
5	Verticillitida	order
5	Capilloventrida	order
5	Neomphalida	order
5	Pterioida	order
5	Craniida	order
5	Neoechinorhynchida	order
5	Gyracanthocephala	order
5	Polyacanthorhynchida	order
4	Multivalvulida	order
5	Beroida	order
5	Dactylochirotida	order
5	Tryblidiida	order
5	Acoela	order
5	Cyclophyllidea	order
5	Plagiorchiida	order
5	Catenulida	order
5	Nematoda	order
5	Brachypoda	order
5	Bursovaginoidea	order
5	Rhabdopleurida	order
5	Anopla	order
5	Nemertea	order
5	Tetramerocerata	order
4	Placozoa	order
4	Clathrinida	order
4	Leucosolenida	order
4	Lithonida	order
5	Priapulida	order
0	Araneae	order
0	Coleoptera	order
0	Leptothecata	order
0	Perciformes	order
0	Rhizostomeae	order
0	Siluriformes	order
0	Siphonophorae	order
0	Squamata	order
0	Stylommatophora	order
0	Trachymedusae	order
5	Gastropoda	class
5	Polychaeta	class
5	Rhynchonellata	class
5	Enopla	class
5	Enteropneusta	class
5	Bdelloidea	class
5	Diplura	class
5	Xenacoelomorpha	class
5	Symphyla	class
5	Phoronida	class
2	Gastropoda	class
5	Nematoda	class
5	Anopla	class
5	Nemertea	class
4	Placozoa	class
5	Priapulida	class
0	Actinopterygii	class
0	Arachnida	class
0	Demospongiae	class
0	Gastropoda	class
0	Hydrozoa	class
0	Insecta	class
0	Reptilia	class
0	Scyphozoa	class
5	Echinodermata	phylum
5	Annelida	phylum
5	Rotifera	phylum
5	Tardigrada	phylum
5	Nemertea	phylum
5	Nematoda	phylum
5	Brachiopoda	phylum
5	Chaetognatha	phylum
5	Hemichordata	phylum
5	Gastrotricha	phylum
5	Bryozoa	phylum
5	Priapulida	phylum
5	Acanthocephala	phylum
5	Nematomorpha	phylum
5	Sipuncula	phylum
5	Onychophora	phylum
5	Kinorhyncha	phylum
5	Xenacoelomorpha	phylum
5	Entoprocta	phylum
5	Platyhelminthes	phylum
5	Phoronida	phylum
5	Gnathostomulida	phylum
4	Placozoa	phylum
0	Arthropoda	phylum
0	Chordata	phylum
0	Cnidaria	phylum
0	Ctenophora	phylum
0	Mollusca	phylum
0	Porifera	phylum
